DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1016/j.foreco.2019.01.021,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1073/pnas.2133521100,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/molbev/mss069,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1163/157075607780001998,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/ddi.12074,Y,0,1,0,0,1,0,Multiple,Marine,Other,Enclosed Sea,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Invasion
10.1371/journal.pone.0130151,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1007/s13744-018-0620-9,Y,0,1,0,0,0,0,Single,Freshwater,Insects,Reservoir,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1093/sysbio/syx084,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10336-005-0011-y,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Broad,0,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
unknown_24,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1186/1471-2148-13-132,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,Lake,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/2041-210X.12435,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/03-0408,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1469-8137.2009.03114.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_25,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Urban ,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1111/fwb.12973,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/fwb.12369,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/681623,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.limno.2006.10.002,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/701784,Y,0,0,1,0,1,0,Multiple,Freshwater,Fish,Lake,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1007/s00442-018-4210-7,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1139/cjz-2012-0236,Y,0,1,0,0,0,0,Single,Freshwater,Other,Lake,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1098/rspb.2016.1931,Y,0,0,0,0,0,1,Single,Marine,Multiple,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1007/s00442-010-1854-3,Y,0,1,0,0,1,0,Multiple,Terrestrial,Mammals,Broad,0,1,0,0,1,Multiple,1,0,1,1,Multiple,0,0
10.1007/s12080-010-0098-5,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2005.3236,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,1,0,1,1,Multiple,0,0
10.1111/1365-2745.12489,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2656.12609,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12605,Y,0,1,0,0,0,1,Multiple,Terrestrial,Other,Alpine,0,0,0,1,1,Multiple,1,1,0,1,Multiple,0,0
10.1016/j.foreco.2015.05.026,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1016/j.agee.2017.01.036,Y,0,1,0,0,0,0,Single,Terrestrial,Other,Broad,1,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1002/ecy.2533,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,1,0,1,0,0,Single,1,0,0,1,Multiple,0,0
10.1111/1752-1688.12650,Y,0,1,0,0,0,0,Single,Freshwater,Other,Stream,1,1,1,1,1,Multiple,1,1,0,1,Multiple,0,0
10.1111/ele.12183,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10021-015-9875-8,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1016/j.scitotenv.2014.04.093,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/15-1673.1,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.3354/meps08593,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.tpb.2013.11.005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1103/PhysRevE.88.062721,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,1,Multiple,1,0,1,1,Multiple,0,0
10.1111/2041-210X.12119,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/ddi.12708,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,1,1,0,1,0,Multiple,1,0,1,0,Multiple,0,Invasion
10.1111/ecog.02380,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2005.3229,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.3390/f9030122,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1007/s10144-009-0187-8,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12294,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/10-0394.1,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,1,1,1,0,0,Multiple,1,0,0,0,Single,0,0
10.1007/s10641-017-0576-3,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1095-8312.2010.01427.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1139/cjfas-2015-0190,Y,0,1,0,0,0,0,Single,Freshwater,Fish,Lake,0,1,0,1,0,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2656.12478,Y,0,1,0,0,1,0,Multiple,Marine,Birds,Islands,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2656.12650,Y,0,1,0,0,1,0,Multiple,Marine,Birds,Islands,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1002/ecy.2438,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/geb.12030,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/ele.12508,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s11356-018-3744-x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_26,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1899/12-024.1,Y,0,1,0,0,0,0,Single,Freshwater,Broad,Wetland,0,0,0,1,0,Single,1,1,0,0,Multiple,0,0
10.1111/j.1469-7998.2010.00711.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ece3.3297,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/jbi.13171,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1073/pnas.1401949111,Y,0,0,1,0,0,0,Single,Terrestrial,Insects,Temperate Forest,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/btp.12224,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.7717/peerj.3552,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1177/1529100611426706,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12675,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-008-0995-0,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-017-4016-z,Y,0,1,0,0,1,0,Multiple,Terrestrial,Herps,Temperate Forest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
unknown_27,Y,0,1,0,0,0,0,Single,Marine,Fish,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,Invasion
10.1093/icb/ics067,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ncon.2014.09.008,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.0906-7590.2004.03749.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/geb.12204,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ijpara.2011.05.005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/beheco/10.1.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1093/beheco/ary021,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
unknown_28,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Vineyard,0,0,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1073/pnas.1310700110,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,Climate Change
10.1016/j.ppees.2016.09.006,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/gcb.13174,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1007/s00442-005-0170-9,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.biocon.2010.04.034,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12218,Y,0,0,0,0,0,1,Single,Marine,Multiple,Continental Shelf,1,1,1,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1007/s11356-008-0072-6,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2656.2010.01707.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.foreco.2018.06.006,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Climate Change
10.1666/06020.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1086/378646,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.2307/1938541,Y,0,1,0,0,1,0,Multiple,Terrestrial,Mammals,Temperate Forest,0,0,0,0,1,Single,1,0,1,0,Multiple,0,0
10.1073/pnas.0304903101,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1073/pnas.1802091115,Y,0,1,0,0,1,0,Multiple,Freshwater,Insects,Pond,1,0,1,0,1,Multiple,1,0,0,0,Single,0,0
10.11646/zootaxa.2556.1.3,Y,0,1,0,0,1,0,Multiple,Freshwater,Insects,River,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.7717/peerj.2779,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1111/nph.14219,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2656.12987,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/14-0495.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/13-2377.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,1,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1007/s10661-017-5957-8,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.7717/peerj.898,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-010-1684-3,y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1111/1462-2920.12211,Y,0,1,0,0,0,0,Single,Terrestrial,Other,Broad,1,0,1,0,0,Single,1,0,1,0,Multiple,0,0
10.1614/WS-09-096.1,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Arable Land,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1111/wre.12126,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,1,1,1,1,0,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1111/j.1365-2656.2011.01812.x,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1111/j.1469-8137.2004.01228.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ece3.3102,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10530-015-1003-3,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/1051-0761(2006)016[0891:STAPOL]2.0.CO;2,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Grassland,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1007/s10681-014-1200-7,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/j.jtbi.2017.02.014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.applanim.2004.08.030,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/srep37753,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2699.2012.02690.x,Y,0,0,0,0,0,1,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1111/j.1600-0587.2012.00121.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/08-1025.1,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12771,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/ecog.00938,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Temperate Forest,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/icad.12271,Y,0,1,0,0,0,0,Single,Freshwater,Insects,Wetland,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jeb.13306,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1890/ES13-00102.1,Y,0,1,0,0,1,1,Multiple,Terrestrial,Plants,Wetland,0,0,0,1,0,Single,1,0,1,0,Multiple,0,Global Change Broad
10.2307/3546681,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.dsr2.2011.10.001,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.soilbio.2014.10.010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.13074,Y,0,0,0,0,0,1,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1111/ecog.01433,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/06-0326.1,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2000.1167,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1080/10641262.2013.796815,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/nph.15304,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,1,0,1,0,0,Single,1,0,0,0,Single,0,Climate Change
10.1007/s10750-015-2221-5,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2015.10.036,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/evo.12518,Y,1,0,0,0,0,0,Single,Broad,Broad,Broad,0,1,0,1,0,Multiple,1,0,0,1,Multiple,0,0
10.7717/peerj.2885,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10651-017-0368-0,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12666,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10651-017-03095-x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2486.2010.02165.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1095-8312.2010.01569.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Grassland,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/geb.12783,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tundra,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1365-2745.2009.01610.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Roadside,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.1365-2656.2006.01068.x,Y,0,1,0,0,1,0,Multiple,Freshwater,Other,River,0,0,0,1,1,Multiple,1,1,0,0,Multiple,0,0
10.1111/j.1365-2427.2012.02808.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rsos.182180,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.3389/fmicb.2017.01028,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2017.01.029,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1002/ecy.2436,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Alpine,0,1,0,0,0,Single,1,1,0,0,Multiple,0,0
10.1016/j.dsr2.2006.11.012,Y,0,1,0,0,0,0,Single,Marine,Mammals,Continental Shelf,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.3389/fevo.2018.00192,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/bij.12238,Y,0,1,0,0,1,0,Multiple,Terrestrial,Mammals,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1098/rspb.2000.1010,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,1,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1046/j.1365-2745.2001.00673.x,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,1,0,0,Multiple,0,0
10.1046/j.1439-0485.2000.00732.x,Y,0,1,0,0,1,0,Multiple,Marine,Other,Intertidal,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.1365-2656.2010.01742.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecss.2018.11.016,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Coastal Dunes,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1038/s41598-018-32078-x,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1016/j.anbehav.2014.01.018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0003532,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/jfb.13203,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1046/j.1365-2427.1997.00166.x,Y,0,1,0,0,0,0,Single,Freshwater,Insects,River,0,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.2307/1468142,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1558-5646.1980.tb04787.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1642/0004-8038(2004)121[0950:NEOWSM]2.0.CO;2,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/BF02712119,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.biocon.2013.12.008,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Vineyard,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.ecolmodel.2007.01.007,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1556/ComEc.9.2008.2.6,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Urban,1,0,0,1,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1038/s41396-018-0217-7,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecss.2010.04.007,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.pedobi.2017.05.007,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00035-018-0199-0,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Alpine,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1098/rspb.2011.0190,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1146/annurev-ecolsys-110316-022821,,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/oik.04561,Y,0,1,0,0,0,0,Single,Terrestrial,Birds,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1371/journal.pone.0163338,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Tropical Rainforest,0,1,0,1,0,Multiple,1,1,0,0,Multiple,0,Habitat Degredation
10.1111/j.2041-210X.2012.00217.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/06-1946.1,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1111/j.1461-0248.2010.01541.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,1,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/jvs.12465,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,1,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1046/j.1365-2427.2000.00535.x,Y,0,1,0,0,0,0,Single,Freshwater,Other,River,1,1,0,1,1,Multiple,1,1,1,1,Multiple,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s10530-016-1246-7,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/14-0306.1,Y,0,0,0,1,0,0,Single,Marine,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1111/j.1365-294X.2008.04001.x,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/j.1466-8238.2011.00717.x,Y,1,0,0,0,0,0,Single,Terrestrial,Plants,Broad,1,1,1,1,0,Multiple,1,0,0,0,Single,0,0
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-011-2190-y,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/eco.1655,Y,1,0,0,1,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1890/11-0975.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Multiple,Grassland,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1890/14-0454.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Savannah,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1186/s12918-017-0430-4,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2016.12.009,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolind.2013.10.006,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1016/j.scitotenv.2016.04.193,Y,0,1,0,0,1,0,Multiple,Freshwater,Other,River,1,0,1,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1016/j.landurbplan.2014.11.022,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/etc.4185,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1002/ps.3370,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/s41598-017-17019-4,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1890/11-2026.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Alpine,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.ecolind.2017.10.009,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0129609,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1038/npp.2014.98,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/mec.12756,Y,1,0,0,0,0,0,Single,Broad,Broad,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/oik.01493,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.1996.0115,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1007/s00265-010-1031-z,Y,0,0,1,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1007/s00442-016-3700-8,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1365-2656.2010.01660.x,Y,0,1,0,0,0,0,Single,Freshwater,Other,Wetland,0,0,0,1,1,Multiple,1,0,1,1,Multiple,0,0
