DOI,Trait
10.1007/s00265-010-1031-z,maternal care
10.1007/s00265-010-1031-z,shield weight
10.1007/s00265-010-1031-z,shields affected survival
10.1007/s00360-013-0763-2,rest-phase body temperature
10.1007/s00360-013-0763-2,resting metabolic rate
10.1007/s10646-013-1068-7,biovolume
10.1007/s10646-013-1068-7,pigment fluorescence
10.1007/s10646-013-1068-7,pigment packaging
10.1007/s10646-013-1068-7,size
10.1007/s10681-014-1200-7,number of ovules
10.1007/s10681-014-1200-7,ovary length
10.1007/s10681-014-1200-7,pollen transfer efficiency
10.1007/s10681-014-1200-7,stamen length
10.1007/s10681-014-1200-7,standard dimension of floral display
10.1007/s10681-014-1200-7,vector-matching
10.1007/s10682-005-2005-x,area-based stomatal conductance
10.1007/s10682-005-2005-x,fruit number
10.1007/s10682-005-2005-x,number of rosette leaves
10.1007/s10682-005-2005-x,plant size
10.1007/s10682-005-2005-x,seed output
10.1007/s10682-005-2005-x,senescence
10.1016/j.anbehav.2009.11.024,aggression to conspecifics
10.1016/j.anbehav.2009.11.024,difference in movement in the face of a predator
10.1016/j.anbehav.2009.11.024,level of movement within area
10.1016/j.anbehav.2009.11.024,time to consume new food
10.1016/j.ecoleng.2015.11.001,large hemirosette close to the ground
10.1016/j.ecoleng.2015.11.001,potential height
10.1016/j.ecoleng.2015.11.001,SLA
10.1016/j.ecoleng.2015.11.001,thousand-seed weight
10.1016/j.geoderma.2013.03.010,body mass
10.1016/j.ntt.2013.07.001,exploration
10.1016/j.ntt.2013.07.001,free swimming
10.1016/j.rse.2018.03.038,leaf N concentration
10.1016/j.rse.2018.03.038,leaf P conconcentration
10.1016/j.soilbio.2015.02.007,body size
10.1046/j.1365-2745.2001.00673.x,dispersal limitation
10.1073/pnas.1401949111,behavioural stereotypy
10.1073/pnas.1401949111,body length
10.1073/pnas.1401949111,chemical defense
10.1073/pnas.1401949111,crypticity
10.1073/pnas.1401949111,diet breadth
10.1073/pnas.1401949111,resting substrate
10.1093/aob/mcx005,germination temperature
10.1093/aob/mcx005,habitat
10.1093/jpe/rtv043,LDMC
10.1093/jpe/rtv043,saturated height
10.1093/jpe/rtv043,seed size
10.1093/jpe/rtv043,SLA
10.1098/rspb.2015.2841,serum inhibitor ability
10.1098/rspb.2015.2841,SVMP activity
10.1098/rspb.2017.1405,body mass
10.1098/rspb.2017.1405,thermal tolerance
10.1098/rspb.2017.1942,thermal tolerance
10.1111/1365-2656.12718,thermal tolerance
10.1111/1365-2664.12623,ecology
10.1111/1365-2664.12623,flowering duration
10.1111/1365-2664.12623,LDMC
10.1111/1365-2664.12623,lifespan
10.1111/1365-2664.12623,plant height
10.1111/1365-2664.12623,pollination mode
10.1111/1365-2664.12623,seed bank longevity
10.1111/1365-2664.12623,seed mass
10.1111/1365-2664.12623,SLA
10.1111/1365-2664.12623,flower duration
10.1111/ele.12532,% water content
10.1111/ele.12532,concentration of oenothein A
10.1111/ele.12532,concentration of oenothein B
10.1111/ele.12532,concentration of oenothein oxidized A
10.1111/ele.12532,date of first flowering
10.1111/ele.12532,growth rate
10.1111/ele.12532,height
10.1111/ele.12532,leaf toughness
10.1111/ele.12532,oxidative capacity of phenolics
10.1111/ele.12532,SLA
10.1111/ele.12532,total phenolics
10.1111/ele.12532,trichome density
10.1111/j.1365-2486.2009.01905.x,diameter
10.1111/j.1365-2486.2009.01905.x,LDMC
10.1111/j.1365-2486.2009.01905.x,leaf C content
10.1111/j.1365-2486.2009.01905.x,leaf mass ratio
10.1111/j.1365-2486.2009.01905.x,root
10.1111/j.1365-2486.2009.01905.x,SLA
10.1111/j.1365-2486.2009.01905.x,tissue density
10.1111/j.1365-2486.2009.01905.x,vegetative height
10.1111/j.1365-2656.2007.01284.x,aggression to conspecifics
10.1111/j.1365-2656.2007.01284.x,difference in movement in the face of a predator
10.1111/j.1365-2656.2007.01284.x,level of movement within area
10.1111/j.1365-2656.2007.01284.x,time to consume new food
10.1111/j.1365-2656.2010.01666.x,development time
10.1111/j.1365-2656.2010.01666.x,mating behaviour
10.1111/j.1365-2656.2010.01666.x,susceptibility to insecticide
10.1111/j.1529-8817.2010.00890.x,C content
10.1111/j.1529-8817.2010.00890.x,N content
10.1111/j.1529-8817.2010.00890.x,phlorotannin concentrations
10.1111/jeb.12769,escape behaviour
10.1111/jeb.12769,general activity
10.1111/jeb.12769,shelter emergence latency
10.1111/oik.01544,body size
10.1111/oik.01544,brooding
10.1111/oik.01544,exoskeleton
10.1111/oik.01544,fecundity
10.1111/oik.01544,horizontal position
10.1111/oik.01544,movement method
10.1111/oik.01544,reproduction frequency
10.1111/oik.01544,trophic group
10.1371/journal.pone.0020782,body size
10.1371/journal.pone.0035742,stomal density
10.1371/journal.pone.0035742,stomatal area
10.1371/journal.pone.0035742,stomatal length
10.1371/journal.pone.0035742,stomatal width
10.1614/WS-09-096.1,max height
10.1614/WS-09-096.1,seed weight
10.1614/WS-09-096.1,time of first flowering
10.1890/0012-9658(2000)081[0183:EOGCSO]2.0.CO;2,body size
10.1890/ES10-00113.1,allocation to roots vs shoots
10.1890/ES10-00113.1,annual productivity
10.1890/ES10-00113.1,degree of summertime activity
10.1890/ES10-00113.1,litter chemistry
10.1890/ES10-00113.1,litter production
10.1899/10-041.1,armoring
10.1899/10-041.1,desiccation resistance
10.1899/10-041.1,habit
10.1899/10-041.1,maximum crawling rate
10.1899/10-041.1,rheophily
10.1899/10-041.1,size at maturity
10.3390/w11020222,cell biovolume
10.3390/w11020222,flagella
10.3390/w11020222,intracellular gas vesicles
10.3390/w11020222,max linear dimension
10.3390/w11020222,mucus secretion
10.3390/w11020222,SA:V
10.3390/w11020222,siliceous exoskeletons
10.1002/ecm.1297/full,adult habitat
10.1002/ecm.1297/full,climatic zone inhabited
10.1002/ecm.1297/full,life stage
10.1002/ecm.1297/full,physiology
10.1016/j.agee.2008.04.011,body length
10.1016/j.agee.2008.04.011,diet
10.1016/j.agee.2008.04.011,wing morphology
10.1038/ncomms9877,body mass
10.1038/ncomms9877,clutch size
10.1038/ncomms9877,diet
10.1038/ncomms9877,foraging method
10.1038/ncomms9877,group size
10.1038/ncomms9877,habitat
10.1038/ncomms9877,habitat openness
10.1038/ncomms9877,migration
10.1111/1365-2435.12162,leaf mass:area ratio
10.1111/1365-2435.12162,leaf N content per unit mass
10.1111/1365-2435.12162,N content per unit area
10.1111/brv.12461,base temperature
10.1111/brv.12461,effect of dormancy loss treatment on base germination temperature
10.1111/brv.12461,germination proportion
10.1111/brv.12461,seed mass
10.1111/brv.12461,seed number
10.1111/brv.12461,seedling growth
10.1111/brv.12461,thermal time for 50% germination
10.1111/brv.12461,time to 50% germination
10.1111/ele.12080,growth form
10.1111/ele.12080,life history
10.1111/ele.12080,origin
10.1111/ele.12576,offspring number
10.1111/ele.12576,offspring size
10.1111/faf.12347,body shape
10.1111/faf.12347,caudal fin aspect ratio
10.1111/faf.12347,caudal fin shape
10.1111/faf.12347,dorsal fin shape
10.1111/faf.12347,eye size
10.1111/faf.12347,fish length
10.1111/faf.12347,mouth position
10.1111/faf.12347,pelvic fin position
10.1111/faf.12347,prognathism
10.1111/faf.12347,relative mouth size
10.1111/faf.12347,snout
10.1111/faf.12347,stable isotope
10.1111/gcb.13736,body size
10.1111/gcb.13736,diet breadth
10.1111/gcb.13736,fecundity
10.1111/gcb.13736,habitat
10.1111/gcb.13736,historic range limit
10.1111/geb.12249,ability to fix N
10.1111/geb.12249,biogeographic region
10.1111/geb.12249,clonality or vegetative reproduction
10.1111/geb.12249,insularity
10.1111/geb.12249,invaded ecosystem
10.1111/geb.12249,non-native plant life-form
10.1111/j.1365-2435.2008.01477.x,seed size
10.1111/j.1461-0248.2008.01255.x,activity
10.1111/j.1461-0248.2008.01255.x,body mass
10.1111/j.1461-0248.2008.01255.x,diet
10.1111/j.1461-0248.2008.01255.x,feeding method
10.1111/j.1461-0248.2008.01255.x,foliage
10.1111/j.1461-0248.2008.01255.x,foraging habitat
10.1111/j.1461-0248.2008.01255.x,foraging location
10.1111/j.1461-0248.2008.01255.x,fruit length
10.1111/j.1461-0248.2008.01255.x,fruit type
10.1111/j.1461-0248.2008.01255.x,growth form
10.1111/j.1461-0248.2008.01255.x,height
10.1111/j.1461-0248.2008.01255.x,leaf area
10.1111/j.1461-0248.2008.01255.x,leguminous
10.1111/j.1461-0248.2008.01255.x,litter size
10.1111/j.1461-0248.2008.01255.x,nesting
10.1111/j.1600-0706.2012.00121.x,grasses
10.1111/j.1600-0706.2012.00121.x,legumes
10.1111/j.1600-0706.2012.00121.x,non leguminous forbs
10.1111/j.1600-0706.2012.00121.x,photosynthetic pathway
10.1111/nph.12907,water potential at which 50% stem conductivity is lost
10.1890/15-1084.1,ammonia excretion rate
10.1890/15-1084.1,body dry mass
10.1890/15-1084.1,body length
10.1890/15-1084.1,C body concentration
10.1890/15-1084.1,lipid body concentration
10.1890/15-1084.1,N body concentration
10.1890/15-1084.1,N:P body ratio
10.1890/15-1084.1,P body concentration
10.1890/15-1084.1,protein body concentration
10.1890/15-1084.1,respiration rate
10.1890/ES12-00262.1,body size
10.1890/ES12-00262.1,dispersal ability
10.1890/ES12-00262.1,habitat
10.1890/ES12-00262.1,trophic guild
unknown_23,agility
unknown_23,attachment to substrate
unknown_23,body flexibility
unknown_23,body shape
unknown_23,concealment
unknown_23,mobility
unknown_23,trajectory in the drift
unknown_23,trajectory on the bottom substrate
10.1002/eco.1533,environmental cue for reproduction
10.1002/eco.1533,growing season
10.1002/eco.1533,phenology
10.1002/eco.1533,SLA
10.1016/j.jtbi.2007.07.013,trophic guild
10.1038/srep33383,fecundity
10.1038/srep33383,growth rate
10.1038/srep33383,mortality rate
10.1046/j.1365-2427.2002.01002.x,habitat
10.1046/j.1365-2427.2002.01002.x,light condition
10.1046/j.1365-2427.2002.01002.x,swimming mode
10.1098/rspb.2005.3236,prey searching strategy
10.1103/PhysRevE.88.062721,grazing rate
10.1103/PhysRevE.88.062721,mortality rate
10.1111/1365-2656.12218,ash content
10.1111/1365-2656.12218,baleen plates
10.1111/1365-2656.12218,body length
10.1111/1365-2656.12218,body mass
10.1111/1365-2656.12218,cibrissae
10.1111/1365-2656.12218,colour
10.1111/1365-2656.12218,depth
10.1111/1365-2656.12218,diel migration
10.1111/1365-2656.12218,differentiated teeth
10.1111/1365-2656.12218,diving capability
10.1111/1365-2656.12218,echolocation
10.1111/1365-2656.12218,energy density
10.1111/1365-2656.12218,fineness ratio
10.1111/1365-2656.12218,frontal surface
10.1111/1365-2656.12218,horizontal habitat
10.1111/1365-2656.12218,lipid content
10.1111/1365-2656.12218,max swimming speed
10.1111/1365-2656.12218,mobility
10.1111/1365-2656.12218,muscle lipid content
10.1111/1365-2656.12218,muscle mitochondrial density
10.1111/1365-2656.12218,number of teeth on lower mandibular
10.1111/1365-2656.12218,photophores
10.1111/1365-2656.12218,protein content
10.1111/1365-2656.12218,rostrum
10.1111/1365-2656.12218,school size
10.1111/1365-2656.12218,seasonal migration
10.1111/1365-2656.12218,skeleton
10.1111/1365-2656.12218,spine
10.1111/1365-2656.12218,sustainable swimming speed
10.1111/1365-2656.12218,vertical habitat
10.1111/1365-2656.12218,water content
10.1111/1365-2745.13074,colonization ability
10.1111/1365-2745.13074,competitive ability
10.1111/ele.12157,leaf life span
10.1111/ele.12157,leaf N concentration
10.1111/ele.12157,ratio of leaf area to dry weight
10.1111/ele.12157,seed size
10.1111/ele.12157,wood density
10.1111/gcb.12604,tree height
10.1111/gcb.13542,leaf lifespan
10.1111/gcb.13542,leaf mass/area
10.1111/gcb.13542,leaf N content
10.1111/gcb.13542,leaf respiration
10.1111/j.1365-2699.2012.02690.x,fire tolerance
10.1242/jeb.059634,activity hours
10.1242/jeb.059634,energy requirements
10.1242/jeb.059634,water requirements
10.1371/journal.pone.0133794,body size
10.1890/0012-9658(2003)084[1129:AHUISP]2.0.CO;2,feeding rate
10.1890/0012-9658(2003)084[1129:AHUISP]2.0.CO;2,growth rate
10.1890/0012-9658(2003)084[1129:AHUISP]2.0.CO;2,habitat
10.1890/0012-9658(2003)084[1129:AHUISP]2.0.CO;2,metabolic rate
10.1890/0012-9658(2003)084[1129:AHUISP]2.0.CO;2,mortality rate
unknown_29,maximum carboxylation rate at 25 degrees C
unknown_29,maximum electron transport rate at 25 degrees C
unknown_29,SLA
10.1007/s00442-018-4074-x,biovolume
10.1007/s00442-018-4074-x,SA:V
10.1007/s10452-016-9596-x,buoyance
10.1007/s10452-016-9596-x,colony formation
10.1007/s10452-016-9596-x,N2 fixation
10.1007/s10750-017-3199-y,average egg clutch
10.1007/s10750-017-3199-y,development of defensive structure
10.1007/s10750-017-3199-y,eye size to body size ratio
10.1007/s10750-017-3199-y,feeding method
10.1007/s10750-017-3199-y,mean body length
10.1007/s10750-017-3199-y,predator escape response
10.1007/s10750-017-3199-y,presence of color in the carapace
10.1007/s10750-017-3199-y,presence of ocellus
10.1007/s10750-017-3199-y,swimming antennae length ratio to body size
10.1007/s10750-017-3199-y,trophic guild
10.1007/s13593-013-0166-5,flowering date
10.1007/s13593-013-0166-5,flowering range
10.1007/s13593-013-0166-5,height growth rate
10.1007/s13593-013-0166-5,leaf surface
10.1007/s13593-013-0166-5,life form
10.1007/s13593-013-0166-5,life form germination date
10.1007/s13593-013-0166-5,max plant height
10.1007/s13593-013-0166-5,plant phenology
10.1007/s13593-013-0166-5,seed coat thickness
10.1007/s13593-013-0166-5,seed mass
10.1007/s13593-013-0166-5,SLA
10.1016/B978-0-12-396992-7.00004-6,body size
10.1016/B978-0-12-396992-7.00004-6,diet
10.1016/B978-0-12-420002-9.00002-0,body size:mass ratio
10.1016/B978-0-12-420002-9.00002-0,C concentration
10.1016/B978-0-12-420002-9.00002-0,isotope ratios
10.1016/B978-0-12-420002-9.00002-0,N concentration
10.1016/B978-0-12-420002-9.00002-0,P concentration
10.1016/j.anbehav.2012.01.032,brain size
10.1016/j.anbehav.2012.01.032,sociality
10.1016/j.apsoil.2008.01.007,body mass
10.1016/j.apsoil.2008.01.007,pigmentation
10.1016/j.apsoil.2008.01.007,size
10.1016/j.ecolind.20.17.05.066,algal quality
10.1016/j.ecolind.20.17.05.066,attachment to substrate
10.1016/j.ecolind.20.17.05.066,cell size
10.1016/j.ecolind.20.17.05.066,diatom guild
10.1016/j.ecolind.20.17.05.066,ecological breadth
10.1016/j.ecolind.20.17.05.066,functional diversity
10.1016/j.ecolind.20.17.05.066,life form
10.1016/j.ecolind.20.17.05.066,motility
10.1016/j.ecolind.20.17.05.066,N fixation
10.1016/j.ecolind.20.17.05.066,reproductive mode
10.1016/j.ecolind.20.17.05.066,spore formation
10.1016/j.ecolind.20.17.05.066,thermal tolerance
10.1016/S0065-2881(09)56004-X,body length
10.1016/S0065-2881(09)56004-X,commercially fished
10.1016/S0065-2881(09)56004-X,dangerous to humans
10.1016/S0065-2881(09)56004-X,game fished
10.1016/S0065-2881(09)56004-X,habitat
10.1016/S0065-2881(09)56004-X,range size
10.1016/S0065-2881(09)56004-X,thermal tolerance
10.1023/B:BIOC.0000004319.91643.9e,annual survival
10.1023/B:BIOC.0000004319.91643.9e,biogeographic position
10.1023/B:BIOC.0000004319.91643.9e,body size
10.1023/B:BIOC.0000004319.91643.9e,competition sensitive traits
10.1023/B:BIOC.0000004319.91643.9e,dispersal power
10.1023/B:BIOC.0000004319.91643.9e,disturbance sensitive traits
10.1023/B:BIOC.0000004319.91643.9e,ecological strategy
10.1023/B:BIOC.0000004319.91643.9e,matrix use
10.1023/B:BIOC.0000004319.91643.9e,microhabitat association
10.1023/B:BIOC.0000004319.91643.9e,rarity
10.1023/B:BIOC.0000004319.91643.9e,reproductive potential
10.1023/B:BIOC.0000004319.91643.9e,sociality
10.1023/B:BIOC.0000004319.91643.9e,trophic guild
10.1038/s41559-017-0426-x,adult life stages
10.1038/s41559-017-0426-x,body size
10.1038/s41559-017-0426-x,diet
10.1038/s41559-017-0426-x,life-cycle length
10.1038/s41559-017-0426-x,locomotion
10.1038/s41559-017-0426-x,pupation
10.1038/s41559-017-0426-x,resistance elements
10.1038/s41559-017-0426-x,respiration mode
10.1038/s41559-017-0426-x,substrate attachment
10.1038/srep24451,body size
10.1038/srep24451,flight period
10.1038/srep24451,habitat specialization
10.1038/srep24451,larval food dependence on nitrogen
10.1038/srep24451,larval food preference
10.1038/srep24451,voltinism
10.1046/j.1365-2427.2002.00908.x,body size
10.1046/j.1365-2427.2002.00908.x,coloration
10.1046/j.1365-2427.2002.00908.x,competitive ability
10.1046/j.1365-2427.2002.00908.x,predator avoidance
10.1046/j.1365-2427.2002.00908.x,stable isotopes
10.1073/pnas.1015178108,habitat
10.1073/pnas.1015178108,taxa group
10.1073/pnas.1015178108,trophic group
10.1086/368401,leaf size
10.1086/368401,SLA
10.1086/682680,home range area
10.1086/682680,maximal rate of oxygen consumption
10.1093/aob/mcu113,clonality
10.1093/forestry/cpw018,thermal tolerance
10.1093/plankt/fbp098,cell size
10.1093/plankt/fbp098,elemental stoichiometry
10.1098/rspb.2017.1345,density of liver
10.1098/rspb.2017.1345,density of liver-free body
10.1098/rspb.2017.1345,standard length
10.1098/rspb.2017.1345,volume of liver
10.1098/rspb.2017.1345,volume of liver-free body
10.1111/1365-2656.12570,clutch size
10.1111/1365-2656.12570,egg size
10.1111/1365-2656.12570,number of broods
10.1111/1365-2656.12570,parental care
10.1111/1365-2656.12838,age at maturity
10.1111/1365-2656.12838,clutch size
10.1111/1365-2656.12838,drought resistance
10.1111/1365-2656.12838,inundation resistance
10.1111/1365-2656.12838,inundation tolerance
10.1111/1365-2656.12838,longevity
10.1111/1365-2656.12838,max body size
10.1111/1365-2656.12838,maximal shell size
